forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T11:00:00Z,25.7,78.4,5,3,Lett bris,,81.6,1009.9,2.3,0.8,1.6,0,22.7,18,45,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T12:00:00Z,25.7,76.8,5.1,3,Lett bris,,81.2,1010.8,2.3,1.6,0.8,0,22.6,18.36,46,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T13:00:00Z,25.5,79.4,5.5,4,Laber bris,,84.6,1011.4,18.7,1.6,0.8,18,23.1,19.8,47,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T14:00:00Z,25.4,90.6,5.8,4,Laber bris,,85.8,1011.8,44.5,16.4,0,33.6,23.2,20.88,48,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T15:00:00Z,25.3,89.4,6.5,4,Laber bris,,86.4,1012.2,89.1,27.3,7.8,85.2,23.2,23.4,49,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T16:00:00Z,24.7,78.8,8,5,Frisk bris,,90.3,1012.2,93,28.1,12.5,89.1,23.4,28.8,50,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T17:00:00Z,24.1,78.5,8,5,Frisk bris,,89.5,1012,100,85.9,32,100,22.6,28.8,51,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T18:00:00Z,24.5,78,7.1,4,Laber bris,,89.5,1011.5,100,15.6,7,100,23,25.56,52,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T19:00:00Z,24.3,73.2,7.1,4,Laber bris,,89.5,1011.3,93.7,51.6,17.2,85.2,22.8,25.56,53,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T20:00:00Z,24,68.8,7.5,4,Laber bris,,89.9,1011.3,96.1,88.3,32.8,58.6,22.6,27,54,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T21:00:00Z,23.9,64.2,7.5,4,Laber bris,,90.6,1011.6,85.9,27.3,30.5,72.7,22.6,27,55,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T22:00:00Z,24.1,63.7,7.8,4,Laber bris,,89.2,1012,94.5,29.7,23.4,90.6,22.6,28.08,56,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-01T23:00:00Z,24.3,61.3,8.2,5,Frisk bris,,89,1012.7,94.5,45.3,10.9,89.1,22.7,29.52,57,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T00:00:00Z,25.2,59.5,8.4,5,Frisk bris,,84.3,1013.5,49.2,35.2,7,14.8,22.7,30.24,58,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T01:00:00Z,26,60.7,8.7,5,Frisk bris,,81.2,1014.3,32.8,30.5,4.7,0,22.9,31.32,59,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T02:00:00Z,27,66.7,9.1,5,Frisk bris,,78.6,1014.3,15.6,14.1,3.1,0,23.3,32.76,60,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T03:00:00Z,27.6,70.7,9.3,5,Frisk bris,,75.5,1013.8,12.5,11.7,0.8,0,23.2,33.48,61,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T04:00:00Z,28.1,75.1,8.9,5,Frisk bris,,73.2,1013,28.9,28.9,0,0,23.2,32.04,62,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T05:00:00Z,28.3,79.3,8.4,5,Frisk bris,,72.9,1011.8,32.8,32.8,0,0,23.3,30.24,63,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T06:00:00Z,28.2,82.2,8,5,Frisk bris,,72.9,1010.9,28.9,28.9,0,0,23.2,28.8,64,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T12:00:00Z,25.3,105,3.5,3,Lett bris,,82.6,1011.4,35.9,0,2.3,33.6,22.5,12.6,65,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-02T18:00:00Z,25.1,102.6,3.8,3,Lett bris,,83.6,1011.8,41.4,32.8,1.6,10.2,22.5,13.68,66,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-03T00:00:00Z,26.1,72,2.9,2,Svak vind,,78.1,1012.7,38.3,38.3,0,0,22.3,10.44,67,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-03T06:00:00Z,30,170.1,1.2,1,Flau vind,,71.7,1009.5,35.2,28.9,12.5,6.2,24.7,4.32,68,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-03T12:00:00Z,25.7,217.1,2,2,Svak vind,,84.2,1010.3,7,3.9,3.9,0,23.2,7.2,69,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-03T18:00:00Z,25.2,274.2,2.8,2,Svak vind,,91,1009.4,83.6,0,3.1,82.8,24,10.08,70,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-04T00:00:00Z,26.1,317.1,3.5,3,Lett bris,,85.4,1010.5,100,2.3,13.3,100,23.8,12.6,71,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-04T06:00:00Z,31.4,350.5,2.6,2,Svak vind,,63.8,1006.4,50,7,11.7,39.1,24.1,9.36,72,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-04T12:00:00Z,27,318.3,1.6,2,Svak vind,,83.7,1007.2,71.1,3.1,3.1,69.5,24.4,5.76,73,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-04T18:00:00Z,25.3,343.7,3.5,3,Lett bris,,77.1,1006.9,100,0,0,100,21.3,12.6,74,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-05T00:00:00Z,24.7,342.1,4.5,3,Lett bris,,74.4,1007.7,100,0,0,100,20.1,16.2,75,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-05T06:00:00Z,29.4,19.3,5.5,4,Laber bris,,61.3,1005.1,100,7,43,100,21.5,19.8,76,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-05T12:00:00Z,26.8,8.1,5.3,3,Lett bris,,61.7,1005.7,100,1.6,11.7,100,19.1,19.08,77,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-05T18:00:00Z,25.1,359.9,6.1,4,Laber bris,,63.9,1004.5,100,20.3,77.3,100,18,21.96,78,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-06T00:00:00Z,23.1,1.5,7.8,4,Laber bris,,74.3,1005.5,100,39.8,42.2,100,18.5,28.08,79,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-06T06:00:00Z,23.3,10.1,8.6,5,Frisk bris,,85.1,1002.3,100,100,96.1,100,21,30.96,80,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-06T12:00:00Z,22.1,36.2,10.6,5,Frisk bris,,92.8,1003.7,100,93,97.7,100,21.2,38.16,81,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-06T18:00:00Z,21.6,51.1,12.5,6,Liten kuling,,94.4,1003,100,100,100,100,21,45,82,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-07T00:00:00Z,21.4,54.1,12.3,6,Liten kuling,,95.6,1004.6,100,100,100,100,21,44.28,83,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-07T06:00:00Z,23.3,90,10.2,5,Frisk bris,,94.9,1004.4,100,100,85.9,100,22.8,36.72,84,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-07T12:00:00Z,23,82.9,9.5,5,Frisk bris,,94.8,1006.8,100,100,29.7,100,22.5,34.2,85,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-07T18:00:00Z,22.7,85.9,7,4,Laber bris,,95.2,1007.2,100,100,32,100,22.2,25.2,86,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-08T00:00:00Z,22.6,73.6,8.8,5,Frisk bris,,95.9,1008.7,100,100,43.7,99.2,22.2,31.68,87,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-08T06:00:00Z,24.7,83.8,9.3,5,Frisk bris,,85.6,1007.4,100,96.9,62.5,100,22.5,33.48,88,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-08T12:00:00Z,22.8,74.8,8.4,5,Frisk bris,,93,1009.6,100,100,39.8,100,21.9,30.24,89,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-08T18:00:00Z,22.2,61.6,7.5,4,Laber bris,,96.1,1009.6,100,100,48.4,100,21.9,27,90,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:44Z,2023-10-09T00:00:00Z,23.2,66.5,7.5,4,Laber bris,,89.2,1011.3,100,100,43.7,99.2,21.6,27,91,HVRC
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T15:00:00Z,26.2,65.3,4.3,3,Lett bris,,90.1,1013.2,33.6,21.9,15.6,0,24.5,15.48,1,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T16:00:00Z,25.9,61.5,3.8,3,Lett bris,,91.3,1013.3,35.2,13.3,28.1,0,24.4,13.68,2,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T17:00:00Z,26,58.9,3.8,3,Lett bris,,90.1,1012.9,33.6,6.2,29.7,0,24.3,13.68,3,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T18:00:00Z,25.6,29.7,3.5,3,Lett bris,,91.5,1012.5,7.8,2.3,5.5,0,24.1,12.6,4,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T19:00:00Z,25.5,20.8,4.1,3,Lett bris,,92.2,1012,20.3,3.1,18,0,24.1,14.76,5,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T20:00:00Z,25.3,9.8,4.4,3,Lett bris,,92.4,1011.5,11.7,7,4.7,0,23.9,15.84,6,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T21:00:00Z,25,355.6,3.5,3,Lett bris,,93.4,1011.3,18.7,15.6,3.1,0,23.7,12.6,7,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T22:00:00Z,24.8,348,3.4,3,Lett bris,,93.6,1011.6,14.1,13.3,0.8,0,23.6,12.24,8,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-29T23:00:00Z,25.6,350.5,3.2,2,Svak vind,,90.7,1011.9,2.3,1.6,0,0,24,11.52,9,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T00:00:00Z,27.3,356.4,3,2,Svak vind,,83.9,1012.2,0,0,0,0,24.5,10.8,10,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T01:00:00Z,28.9,5,2.9,2,Svak vind,,74.4,1012.5,10.2,10.2,0.8,0,23.8,10.44,11,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T02:00:00Z,30,23.1,2.5,2,Svak vind,,68.1,1012.4,21.9,18,7,0,23.2,9,12,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T03:00:00Z,30.7,70.2,2.9,2,Svak vind,,65.3,1012.3,31.2,17.2,18.7,0,23.1,10.44,13,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T04:00:00Z,31,89.8,2.9,2,Svak vind,,66.4,1011.7,37.5,18,24.2,0,23.3,10.44,14,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T05:00:00Z,31.2,92.4,2.7,2,Svak vind,,66.6,1010.8,24.2,14.8,13.3,0,23.3,9.72,15,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T06:00:00Z,31.6,117.6,3.2,2,Svak vind,,68.3,1009.9,25.8,17.2,12.5,0,23.6,11.52,16,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T07:00:00Z,30.6,138.2,3.3,2,Svak vind,,71.5,1009.1,20.3,6.2,15.6,0,24,11.88,17,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T08:00:00Z,29.3,160.4,3.3,2,Svak vind,,73.3,1008.5,11.7,9.4,3.1,0,24,11.88,18,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T09:00:00Z,28.8,147.8,2.9,2,Svak vind,,75.4,1008.5,1.6,0,0.8,0,23.9,10.44,19,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T10:00:00Z,27.6,159.6,2,2,Svak vind,,84.5,1008.7,2.3,1.6,1.6,0,24.7,7.2,20,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T11:00:00Z,27.1,140.8,1.9,2,Svak vind,,87.8,1009,0,0,0,0,24.4,6.84,21,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T12:00:00Z,26.2,145.3,1.9,2,Svak vind,,88.6,1009.5,0,0,0,0,24.2,6.84,22,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T13:00:00Z,27.1,159.3,1.7,2,Svak vind,,83,1010.5,0,0,0,0,24,6.12,23,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T14:00:00Z,27.2,186.7,1.2,1,Flau vind,,82.6,1011.1,2.3,1.6,0.8,0,24,4.32,24,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T15:00:00Z,27.2,215.3,1.2,1,Flau vind,,82.8,1011.3,2.3,2.3,0,0,24.1,4.32,25,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T16:00:00Z,26.5,253.8,1.3,1,Flau vind,,86.3,1011.2,0.8,0.8,0,0,24,4.68,26,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T17:00:00Z,26.8,282.5,1.1,1,Flau vind,,84.8,1010.7,3.1,3.1,0.8,0,24,3.96,27,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T18:00:00Z,25.2,304.9,1.4,1,Flau vind,,92.7,1010.3,2.3,2.3,0.8,0,23.9,5.04,28,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T19:00:00Z,25.1,315.8,1.7,2,Svak vind,,94.2,1009.9,2.3,0.8,1.6,0,24,6.12,29,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T20:00:00Z,25.2,314.2,2.2,2,Svak vind,,93.6,1009.9,14.8,11.7,3.1,0,24,7.92,30,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T21:00:00Z,25.5,316.1,3.5,3,Lett bris,,92.2,1010.1,18,7.8,13.3,0,24,12.6,31,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T22:00:00Z,24.4,10.2,2.3,2,Svak vind,,95.9,1010.6,56.2,21.9,44.5,0,23.6,8.28,32,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-09-30T23:00:00Z,25.4,19.5,2.4,2,Svak vind,,92.7,1011,44.5,19.5,32,0,24.1,8.64,33,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T00:00:00Z,26,44.4,4,3,Lett bris,,88.1,1011.9,54.7,26.6,39.1,0,23.9,14.4,34,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T01:00:00Z,27.1,39.8,4.1,3,Lett bris,,83,1012.4,39.8,18,26.6,0,23.9,14.76,35,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T02:00:00Z,28.8,47.7,4.2,3,Lett bris,,79.9,1012,11.7,7,5.5,0,24.5,15.12,36,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T03:00:00Z,30.3,62.9,4.1,3,Lett bris,,76.5,1011.7,8.6,7.8,0.8,0,25,14.76,37,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T04:00:00Z,31.1,84.1,4,3,Lett bris,,73.3,1011,13.3,10.9,3.9,0,24.7,14.4,38,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T05:00:00Z,31.2,90.2,4.2,3,Lett bris,,70.7,1010.3,6.2,5.5,0.8,0,23.9,15.12,39,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T06:00:00Z,30.8,96.5,4.6,3,Lett bris,,71.2,1009.6,3.1,3.1,0.8,0,23.7,16.56,40,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T07:00:00Z,30.2,103.9,4.5,3,Lett bris,,72.5,1009.2,0,0,0,0,23.6,16.2,41,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T08:00:00Z,29.5,106.8,4.3,3,Lett bris,,77.2,1008.9,1.6,0,1.6,0,24.1,15.48,42,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T09:00:00Z,28.5,104.7,5.1,3,Lett bris,,79.5,1009,4.7,4.7,0,0,24.2,18.36,43,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T10:00:00Z,27.5,84.3,5.4,3,Lett bris,,80.7,1009.2,2.3,0.8,0.8,0,24,19.44,44,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T11:00:00Z,27.2,78.4,5,3,Lett bris,,81.6,1009.9,2.3,0.8,1.6,0,23.8,18,45,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T12:00:00Z,27.2,76.8,5.1,3,Lett bris,,81.2,1010.8,2.3,1.6,0.8,0,23.7,18.36,46,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T13:00:00Z,27,79.4,5.5,4,Laber bris,,84.6,1011.4,18.7,1.6,0.8,18,24.3,19.8,47,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T14:00:00Z,26.9,90.6,5.8,4,Laber bris,,85.8,1011.8,44.5,16.4,0,33.6,24.4,20.88,48,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T15:00:00Z,26.8,89.4,6.5,4,Laber bris,,86.4,1012.2,89.1,27.3,7.8,85.2,24.5,23.4,49,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T16:00:00Z,26.2,78.8,8,5,Frisk bris,,90.3,1012.2,93,28.1,12.5,89.1,24.5,28.8,50,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T17:00:00Z,25.6,78.5,8,5,Frisk bris,,89.5,1012,100,85.9,32,100,23.7,28.8,51,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T18:00:00Z,26,78,7.1,4,Laber bris,,89.5,1011.5,100,15.6,7,100,24.1,25.56,52,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T19:00:00Z,25.8,73.2,7.1,4,Laber bris,,89.5,1011.3,93.7,51.6,17.2,85.2,24,25.56,53,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T20:00:00Z,25.5,68.8,7.5,4,Laber bris,,89.9,1011.3,96.1,88.3,32.8,58.6,23.7,27,54,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T21:00:00Z,25.4,64.2,7.5,4,Laber bris,,90.6,1011.6,85.9,27.3,30.5,72.7,23.7,27,55,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T22:00:00Z,25.6,63.7,7.8,4,Laber bris,,89.2,1012,94.5,29.7,23.4,90.6,23.6,28.08,56,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-01T23:00:00Z,25.8,61.3,8.2,5,Frisk bris,,89,1012.7,94.5,45.3,10.9,89.1,23.8,29.52,57,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T00:00:00Z,26.7,59.5,8.4,5,Frisk bris,,84.3,1013.5,49.2,35.2,7,14.8,23.9,30.24,58,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T01:00:00Z,27.5,60.7,8.7,5,Frisk bris,,81.2,1014.3,32.8,30.5,4.7,0,23.8,31.32,59,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T02:00:00Z,28.5,66.7,9.1,5,Frisk bris,,78.6,1014.3,15.6,14.1,3.1,0,23.8,32.76,60,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T03:00:00Z,29.1,70.7,9.3,5,Frisk bris,,75.5,1013.8,12.5,11.7,0.8,0,23.7,33.48,61,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T04:00:00Z,29.6,75.1,8.9,5,Frisk bris,,73.2,1013,28.9,28.9,0,0,23.5,32.04,62,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T05:00:00Z,29.8,79.3,8.4,5,Frisk bris,,72.9,1011.8,32.8,32.8,0,0,23.4,30.24,63,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T06:00:00Z,29.7,82.2,8,5,Frisk bris,,72.9,1010.9,28.9,28.9,0,0,23.4,28.8,64,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T12:00:00Z,26.8,105,3.5,3,Lett bris,,82.6,1011.4,35.9,0,2.3,33.6,23.7,12.6,65,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-02T18:00:00Z,26.6,102.6,3.8,3,Lett bris,,83.6,1011.8,41.4,32.8,1.6,10.2,23.6,13.68,66,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-03T00:00:00Z,27.6,72,2.9,2,Svak vind,,78.1,1012.7,38.3,38.3,0,0,23.5,10.44,67,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-03T06:00:00Z,31.5,170.1,1.2,1,Flau vind,,71.7,1009.5,35.2,28.9,12.5,6.2,24.2,4.32,68,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-03T12:00:00Z,27.2,217.1,2,2,Svak vind,,84.2,1010.3,7,3.9,3.9,0,24.4,7.2,69,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-03T18:00:00Z,26.7,274.2,2.8,2,Svak vind,,91,1009.4,83.6,0,3.1,82.8,25.2,10.08,70,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-04T00:00:00Z,27.6,317.1,3.5,3,Lett bris,,85.4,1010.5,100,2.3,13.3,100,25.1,12.6,71,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-04T06:00:00Z,32.9,350.5,2.6,2,Svak vind,,63.8,1006.4,50,7,11.7,39.1,25.1,9.36,72,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-04T12:00:00Z,28.5,318.3,1.6,2,Svak vind,,83.7,1007.2,71.1,3.1,3.1,69.5,25.5,5.76,73,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-04T18:00:00Z,26.8,343.7,3.5,3,Lett bris,,77.1,1006.9,100,0,0,100,22.5,12.6,74,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-05T00:00:00Z,26.2,342.1,4.5,3,Lett bris,,74.4,1007.7,100,0,0,100,21.3,16.2,75,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-05T06:00:00Z,30.9,19.3,5.5,4,Laber bris,,61.3,1005.1,100,7,43,100,22.2,19.8,76,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-05T12:00:00Z,28.3,8.1,5.3,3,Lett bris,,61.7,1005.7,100,1.6,11.7,100,20.3,19.08,77,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-05T18:00:00Z,26.6,359.9,6.1,4,Laber bris,,63.9,1004.5,100,20.3,77.3,100,19.3,21.96,78,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-06T00:00:00Z,24.6,1.5,7.8,4,Laber bris,,74.3,1005.5,100,39.8,42.2,100,19.7,28.08,79,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-06T06:00:00Z,24.8,10.1,8.6,5,Frisk bris,,85.1,1002.3,100,100,96.1,100,22,30.96,80,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-06T12:00:00Z,23.6,36.2,10.6,5,Frisk bris,,92.8,1003.7,100,93,97.7,100,22.4,38.16,81,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-06T18:00:00Z,23.1,51.1,12.5,6,Liten kuling,,94.4,1003,100,100,100,100,22.2,45,82,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-07T00:00:00Z,22.9,54.1,12.3,6,Liten kuling,,95.6,1004.6,100,100,100,100,22.2,44.28,83,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-07T06:00:00Z,24.8,90,10.2,5,Frisk bris,,94.9,1004.4,100,100,85.9,100,23.8,36.72,84,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-07T12:00:00Z,24.5,82.9,9.5,5,Frisk bris,,94.8,1006.8,100,100,29.7,100,23.6,34.2,85,Ngong_Ping
2023-09-29T14:00:00Z,2023-09-29T13:31:50Z,2023-10-07T18:00:00Z,24.2,85.9,7,4,Laber bris,,95.2,1007.2,100,100,32,100,23.3,25.2,86,Ngong_Ping
